word,class,level
serious,adjective,a2
seriously,adverb,b1
servant,noun,b1
serve,verb,a2
service,noun,a2
session,noun,b2
set,noun,b1
set,verb,b1
setting,noun,b1
settle,verb,b2
seven,number,a1
seventeen,number,a1
seventy,number,a1
several,determiner,a2
several,pronoun,a2
severe,adjective,b2
sex,noun,b1
sexual,adjective,b1
shade,noun,b2
shadow,noun,b2
shake,noun,b1
shake,verb,a2
shall,modal verb,a2
shallow,adjective,b2
shame,noun,b2
shape,noun,a2
shape,verb,b2
share,noun,b1
share,verb,a1
sharp,adjective,b1
she,pronoun,a1
sheep,noun,a1
sheet,noun,a2
shelf,noun,b1
shell,noun,b1
shelter,noun,b2
shelter,verb,b2
shift,noun,b1
shift,verb,b2
shine,verb,b1
shiny,adjective,b1
ship,noun,a2
ship,verb,b2
shirt,noun,a1
shock,noun,b2
shock,verb,b2
shocked,adjective,b2
shoe,noun,a1
shoot,verb,b1
shooting,noun,b2
shop,noun,a1
shop,verb,a1
shopping,noun,a1
short,adjective,a1
shot,noun,b2
should,modal verb,a1
shoulder,noun,a2
shout,noun,a2
shout,verb,a2
show,noun,a1
show,verb,a1
shower,noun,a1
shut,adjective,a2
shut,verb,a2
shy,adjective,b1
sick,adjective,a1
side,noun,a2
sight,noun,b1
sign,noun,a2
sign,verb,a2
signal,noun,b1
signal,verb,b1
significant,adjective,b2
significantly,adverb,b2
silence,noun,b2
silent,adjective,b1
silk,noun,b2
silly,adjective,b1
silver,adjective,a2
silver,noun,a2
similar,adjective,a1
similarity,noun,b1
similarly,adverb,b1
simple,adjective,a2
simply,adverb,b1
since,adverb,b1
since,conjunction,a2
since,preposition,a2
sincere,adjective,b2
sing,verb,a1
singer,noun,a1
singing,noun,a2
single,adjective,a2
single,noun,a2
sink,verb,b1
sir,noun,a2
sister,noun,a1
sit,verb,a1
site,noun,a2
situation,noun,a1
six,number,a1
sixteen,number,a1
sixty,number,a1
size,noun,a2
ski,adjective,a2
ski,noun,a2
ski,verb,a2
skiing,noun,a2
skill,noun,a1
skin,noun,a2
skirt,noun,a1
sky,noun,a2
slave,noun,b2
sleep,noun,a2
sleep,verb,a1
slice,noun,b1
slice,verb,b1
slide,noun,b2
slide,verb,b2
slight,adjective,b2
slightly,adverb,b1
slip,verb,b2
slope,noun,b2
slope,verb,b2
slow,adjective,a1
slow,verb,b1
slowly,adverb,a2
small,adjective,a1
smart,adjective,b1
smartphone,noun,a2
smell,noun,a2
smell,verb,a2
smile,noun,a2
smile,verb,a2
smoke,noun,a2
smoke,verb,a2
smoking,noun,a2
smooth,adjective,b1
snake,noun,a1
snow,noun,a1
snow,verb,a1
so,adverb,a1
so,conjunction,a1
soap,noun,a2
soccer,noun,a2
social,adjective,a2
society,noun,a2
sock,noun,a2
soft,adjective,a2
software,noun,b1
soil,noun,b1
solar,adjective,b2
soldier,noun,a2
solid,adjective,b1
solid,noun,b1
solution,noun,a2
solve,verb,a2
some,determiner,a1
some,pronoun,a1
somebody,pronoun,a1
someone,pronoun,a1
something,pronoun,a1
sometimes,adverb,a1
somewhat,adverb,b2
somewhere,adverb,a2
somewhere,pronoun,a2
son,noun,a1
song,noun,a1
soon,adverb,a1
sorry,adjective,a1
sorry,exclamation,a1
sort,noun,a2
sort,verb,b1
soul,noun,b2
sound,noun,a1
sound,verb,a1
soup,noun,a1
source,noun,a2
south,adjective,a1
south,adverb,a1
south,noun,a1
southern,adjective,b1
space,noun,a1
speak,verb,a1
speaker,noun,a2
special,adjective,a1
specialist,adjective,b2
specialist,noun,b2
species,noun,b2
specific,adjective,a2
specifically,adverb,b1
speech,noun,a2
speed,noun,a2
speed,verb,b2
spell,verb,a1
spelling,noun,a1
spend,verb,a1
spending,noun,b1
spicy,adjective,b1
spider,noun,a2
spirit,noun,b1
spiritual,adjective,b2
split,noun,b2
split,verb,b2
spoken,adjective,b1
sponsor,noun,b2
sponsor,verb,b2
spoon,noun,a2
sport,noun,a1
spot,noun,b1
spot,verb,b2
spread,noun,b2
spread,verb,b1
spring,noun,a1
spring,verb,b2
square,adjective,a2
square,noun,a2
stable,adjective,b2
stadium,noun,b1
staff,noun,b1
stage,noun,a2
stage,verb,b2
stair,noun,a2
stamp,noun,a2
stand,noun,b2
stand,verb,a1
standard,adjective,b1
standard,noun,b1
star,noun,a1
star,verb,a2
stare,verb,b2
start,noun,a2
start,verb,a1
state,adjective,b1
state,noun,a2
state,verb,b1
statement,noun,a1
station,noun,a1
statistic,noun,b1
statue,noun,b1
status,noun,b2
stay,noun,a2
stay,verb,a1
steady,adjective,b2
steal,verb,a2
steel,noun,b2
steep,adjective,b2
step,noun,a2
step,verb,b2
stick,noun,b1
stick,verb,b1
sticky,adjective,b2
stiff,adjective,b2
still,adjective,b1
still,adverb,a1
stock,noun,b2
stomach,noun,a2
stone,noun,a2
stop,noun,a1
stop,verb,a1
store,noun,a2
store,verb,b1
storm,noun,a2
story,noun,a1
straight,adjective,a2
straight,adverb,a2
strange,adjective,a2
stranger,noun,b1
strategy,noun,a2
stream,noun,b2
street,noun,a1
strength,noun,b1
stress,noun,a2
stress,verb,a2
stretch,noun,b2
stretch,verb,b2
strict,adjective,b2
strike,noun,b2
strike,verb,b2
string,noun,b1
strong,adjective,a1
strongly,adverb,b1
structure,noun,a2
structure,verb,b2
struggle,noun,b2
struggle,verb,b2
student,noun,a1
studio,noun,b1
study,noun,a1
study,verb,a1
stuff,noun,b1
stuff,verb,b2
stupid,adjective,a2
style,noun,a1
subject,adjective,b2
subject,noun,a1
submit,verb,b2
substance,noun,b1
succeed,verb,a2
success,noun,a1
successful,adjective,a2
successfully,adverb,b1
such,determiner,a2
such,pronoun,a2
sudden,adjective,b1
suddenly,adverb,a2
suffer,verb,b1
sugar,noun,a1
suggest,verb,a2
suggestion,noun,a2
suit,noun,a2
suit,verb,b1
suitable,adjective,b1
sum,noun,b2
sum,verb,b2
summarize,verb,b1
summary,noun,b1
summer,noun,a1
sun,noun,a1
Sunday,noun,a1
supermarket,noun,a1
supply,noun,b1
supply,verb,b1
support,noun,a2
support,verb,a2
supporter,noun,b1
suppose,verb,a2
sure,adjective,a1
sure,adverb,a2
surely,adverb,b1
surface,noun,b1
surgery,noun,b2
surprise,noun,a2
surprise,verb,a2
surprised,adjective,a2
surprising,adjective,a2
surround,verb,b2
surrounding,adjective,b2
survey,noun,a2
survey,verb,b2
survive,verb,b1
suspect,noun,b2
suspect,verb,b2
swear,verb,b2
sweater,noun,a1
sweep,verb,b2
sweet,adjective,a2
sweet,noun,a2
swim,noun,b1
swim,verb,a1
swimming,noun,a1
switch,noun,b2
switch,verb,b1
symbol,noun,a2
sympathy,noun,b2
symptom,noun,b1
system,noun,a2
T-shirt,noun,a1
table,noun,a1
tablet,noun,a2
tail,noun,b1
take,verb,a1
tale,noun,b2
talent,noun,b1
talented,adjective,b1
talk,noun,a2
talk,verb,a1
tall,adjective,a1
tank,noun,b2
tape,noun,b1
target,noun,a2
target,verb,b2
task,noun,a2
taste,noun,a2
taste,verb,a2
tax,noun,b1
tax,verb,b1
taxi,noun,a1
tea,noun,a1
teach,verb,a1
teacher,noun,a1
teaching,noun,a2
team,noun,a1
tear,noun,b2
tear,verb,b2
technical,adjective,b1
technique,noun,b1
technology,noun,a2
teenage,adjective,a2
teenager,noun,a1
telephone,noun,a1
telephone,verb,a1
television,noun,a1
tell,verb,a1
temperature,noun,a2
temporary,adjective,b2
ten,number,a1
tend,verb,b1
tennis,noun,a1
tent,noun,b1
term,noun,a2
term,verb,b2
terrible,adjective,a1
test,noun,a1
test,verb,a1
text,noun,a1
text,verb,a2
than,conjunction,a1
than,preposition,a1
thank,verb,a1
thanks,exclamation,a1
thanks,noun,a1
that,adverb,b1
that,conjunction,a1
that,determiner,a1
that,pronoun,a1
the,definite article,a1
theatre,noun,a1
their,determiner,a1
theirs,pronoun,b1
them,pronoun,a1
theme,noun,b1
themselves,pronoun,a2
then,adverb,a1
theory,noun,b1
therapy,noun,b2
there,adverb,a1
therefore,adverb,b1
they,pronoun,a1
thick,adjective,a2
thief,noun,a2
thin,adjective,a2
thing,noun,a1
think,verb,a1
thinking,noun,a2
third,noun,a2
third,ordinal number,a1
thirsty,adjective,a1
thirteen,number,a1
thirty,number,a1
this,adverb,b1
this,determiner,a1
this,pronoun,a1
though,adverb,b1
though,conjunction,b1
thought,noun,a2
thousand,number,a1
threat,noun,b2
threaten,verb,b2
three,number,a1
throat,noun,b1
through,adverb,a1
through,preposition,a1
throughout,adverb,b1
throughout,preposition,b1
throw,verb,a2
Thursday,noun,a1
thus,adverb,b2
ticket,noun,a1
tidy,adjective,a2
tidy,verb,a2
tie,noun,a2
tie,verb,a2
tight,adjective,b1
till,conjunction,b1
till,preposition,b1
time,noun,a1
time,verb,b2
tin,noun,b1
tiny,adjective,b1
tip,noun,a2
tip,verb,b1
tired,adjective,a1
title,noun,a1
title,verb,b2
to,infinitive marker,a1
to,preposition,a1
today,adverb,a1
today,noun,a1
toe,noun,b1
together,adverb,a1
toilet,noun,a1
tomato,noun,a1
tomorrow,adverb,a1
tomorrow,noun,a1
tone,noun,b2
tongue,noun,b1
tonight,adverb,a1
tonight,noun,a1
too,adverb,a1
tool,noun,a2
tooth,noun,a1
top,adjective,a2
top,noun,a2
topic,noun,a1
total,adjective,b1
total,noun,b1
totally,adverb,b1
touch,noun,b1
touch,verb,a2
tough,adjective,b2
tour,noun,a2
tour,verb,b1
tourism,noun,a2
tourist,noun,a1
towards,preposition,a2
towel,noun,a2
tower,noun,a2
town,noun,a1
toy,adjective,a2
toy,noun,a2
track,noun,a2
track,verb,b2
trade,noun,b1
trade,verb,b1
tradition,noun,a2
traditional,adjective,a2
traffic,noun,a1
train,noun,a1
train,verb,a2
trainer,noun,a2
training,noun,a2
transfer,noun,b2
transfer,verb,b2
transform,verb,b2
transition,noun,b2
translate,verb,b1
translation,noun,b1
transport,noun,a2
transport,verb,b1
travel,noun,a1
travel,verb,a1
traveller,noun,a2
treat,verb,b1
treatment,noun,b1
tree,noun,a1
trend,noun,b1
trial,noun,b2
trick,noun,b1
trick,verb,b1
trip,noun,a1
trip,verb,b2
tropical,adjective,b2
trouble,noun,a2
trouble,verb,b2
trousers,noun,a1
truck,noun,a2
true,adjective,a1
truly,adverb,b2
trust,noun,b2
trust,verb,b2
truth,noun,b1
try,noun,b2
try,verb,a1
tube,noun,b1
Tuesday,noun,a1
tune,noun,b2
tunnel,noun,b2
turn,noun,a1
turn,verb,a1
TV,noun,a1
twelve,number,a1
twenty,number,a1
twice,adverb,a1
twin,adjective,a2
twin,noun,a2
two,number,a1
type,noun,a1
type,verb,b1
typical,adjective,a2
typically,adverb,b1
tyre,noun,b1
ugly,adjective,b1
ultimately,adverb,b2
umbrella,noun,a1
unable,adjective,b1
uncle,noun,a1
uncomfortable,adjective,b1
unconscious,adjective,b2
under,adverb,a1
under,preposition,a1
underground,adjective,a2
underground,adverb,a2
understand,verb,a1
understanding,noun,a2
underwear,noun,b1
unemployed,adjective,b1
unemployment,noun,b1
unexpected,adjective,b2
unfair,adjective,b1
unfortunately,adverb,a2
unhappy,adjective,a2
uniform,noun,a2
union,noun,b1
unique,adjective,b2
unit,noun,a2
united,adjective,a2
universe,noun,b2
university,noun,a1
unknown,adjective,b2
unless,conjunction,b1
unlike,preposition,b1
unlikely,adjective,b1
unnecessary,adjective,b1
unpleasant,adjective,b1
until,conjunction,a1
until,preposition,a1
unusual,adjective,a2
up,adverb,a1
up,preposition,a1
update,noun,b1
update,verb,b1
upon,preposition,b1
upper,adjective,b2
upset,adjective,b1
upset,verb,b1
upstairs,adjective,a2
upstairs,adverb,a1
upwards,adverb,b2
urban,adjective,b2
urge,verb,b2
us,pronoun,a1
use,noun,a2
use,verb,a1
used,adjective,b1
used to,modal verb,a2
useful,adjective,a1
user,noun,a2
usual,adjective,a2
usually,adverb,a1
vacation,noun,a1
valley,noun,a2
valuable,adjective,b1
value,noun,b1
value,verb,b2
van,noun,a2
variety,noun,a2
various,adjective,b1
vary,verb,b2
vast,adjective,b2
vegetable,noun,a1
vehicle,noun,a2
venue,noun,b2
version,noun,b1
very,adjective,b2
very,adverb,a1
via,preposition,b2
victim,noun,b1
victory,noun,b2
video,noun,a1
view,noun,a2
view,verb,b1
viewer,noun,b1
village,noun,a1
violence,noun,b2
violent,adjective,b1
virtual,adjective,b2
virus,noun,a2
vision,noun,b2
visit,noun,a1
visit,verb,a1
visitor,noun,a1
visual,adjective,b2
vital,adjective,b2
vitamin,noun,b2
voice,noun,a2
volume,noun,b2
volunteer,noun,b1
volunteer,verb,b1
vote,noun,b1
vote,verb,b1
wage,noun,b2
wait,noun,a2
wait,verb,a1
waiter,noun,a1
wake,verb,a1
walk,noun,a1
walk,verb,a1
wall,noun,a1
want,verb,a1
war,noun,a2
warm,adjective,a1
warm,verb,b1
warn,verb,b1
warning,noun,b1
wash,noun,a2
wash,verb,a1
washing,noun,a2
waste,adjective,b1
waste,noun,b1
waste,verb,b1
watch,noun,a1
watch,verb,a1
water,noun,a1
water,verb,b1
wave,noun,a2
wave,verb,b1
way,adverb,b2
way,noun,a1
we,pronoun,a1
weak,adjective,a2
weakness,noun,b2
wealth,noun,b2
wealthy,adjective,b2
weapon,noun,b1
wear,verb,a1
weather,noun,a1
web,noun,a2
website,noun,a1
wedding,noun,a2
Wednesday,noun,a1
week,noun,a1
weekend,noun,a1
weigh,verb,b1
weight,noun,a2
welcome,adjective,a1
welcome,exclamation,a1
welcome,noun,a2
welcome,verb,a1
well,adjective,a1
well,adverb,a1
well,exclamation,a1
west,adjective,a1
west,adverb,a1
west,noun,a1
western,adjective,b1
wet,adjective,a2
what,determiner,a1
what,pronoun,a1
whatever,determiner,b1
whatever,pronoun,b1
wheel,noun,a2
when,adverb,a1
when,conjunction,a1
when,pronoun,a1
whenever,conjunction,b1
where,adverb,a1
where,conjunction,a1
whereas,conjunction,b2
wherever,conjunction,b2
whether,conjunction,b1
which,determiner,a1
which,pronoun,a1
while,conjunction,a2
while,noun,b1
whisper,noun,b2
whisper,verb,b2
white,adjective,a1
white,noun,a1
who,pronoun,a1
whole,adjective,a2
whole,noun,b1
whom,pronoun,b2
whose,determiner,a2
whose,pronoun,a2
why,adverb,a1
wide,adjective,a2
widely,adverb,b2
wife,noun,a1
wild,adjective,a2
wildlife,noun,b2
will,noun,b1
will,modal verb,a1
willing,adjective,b2
win,noun,b1
win,verb,a1
wind,noun,a2
wind,verb,b2
window,noun,a1
wine,noun,a1
wing,noun,b1
winner,noun,a2
winter,noun,a1
wire,noun,b2
wise,adjective,b2
wish,noun,a2
wish,verb,a2
with,preposition,a1
within,preposition,b1
without,preposition,a1
witness,noun,b2
witness,verb,b2
woman,noun,a1
wonder,noun,b1
wonder,verb,b1
wonderful,adjective,a1
wood,noun,a2
wooden,adjective,a2
wool,noun,b1
word,noun,a1
work,noun,a1
work,verb,a1
worker,noun,a1
working,adjective,a2
world,noun,a1
worldwide,adjective,b1
worldwide,adverb,b1
worried,adjective,a2
worry,noun,b1
worry,verb,a2
worse,adjective,a2
worse,adverb,b1
worse,noun,b2
worst,adjective,a2
worst,adverb,b1
worst,noun,b2
worth,adjective,b1
worth,noun,b2
would,modal verb,a1
wound,noun,b2
wound,verb,b2
wow,exclamation,a2
wrap,verb,b2
write,verb,a1
writer,noun,a1
writing,noun,a1
written,adjective,b1
wrong,adjective,a1
wrong,adverb,b1
wrong,noun,b2
yard,noun,b1
yeah,exclamation,a1
year,noun,a1
yellow,adjective,a1
yellow,noun,a1
yes,exclamation,a1
yesterday,adverb,a1
yesterday,noun,a1
yet,adverb,a2
yet,conjunction,b2
you,pronoun,a1
young,adjective,a1
young,noun,b1
your,determiner,a1
yours,pronoun,a2
yourself,pronoun,a1
youth,noun,b1
zero,number,a2
zone,noun,b2
